"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"celltype"	"DEG"
"TRIM63"	0	0.911728220759115	0.175	0.001	0	"Ast"	"TRIM63"
"HOXA11"	0	0.433200189659239	0.149	0.001	0	"Ast"	"HOXA11"
"RP11-175B9.3"	0	0.772467130436805	0.237	0.03	0	"Ast"	"RP11-175B9.3"
"SNHG25"	0	1.00444957784748	0.584	0.238	0	"Ast"	"SNHG25"
"NDRG2"	0	1.41845941728881	0.645	0.234	0	"Ast"	"NDRG2"
"AHNAK"	0	1.00366761257315	0.33	0.048	0	"Ast"	"AHNAK"
"NDRG4"	0	1.04358194755738	0.427	0.116	0	"Ast"	"NDRG4"
"RRAGD"	0	1.01724966269946	0.36	0.073	0	"Ast"	"RRAGD"
"RP11-122G18.7"	0	-1.6542354372105	0.106	0.422	0	"Ast"	"RP11-122G18.7"
"LSAMP"	0	0.961838451106197	0.425	0.104	0	"Ast"	"LSAMP"
"MYLIP"	0	0.943426170495515	0.262	0.012	0	"Ast"	"MYLIP"
"DAPL1"	0	2.43368348235883	0.352	0.009	0	"Ast"	"DAPL1"
"RPS2P46"	0	-1.51780533752979	0.216	0.544	0	"Ast"	"RPS2P46"
"SAT1"	0	1.57059588112842	0.594	0.232	0	"Ast"	"SAT1"
"GBAS"	0	-3.11152483876216	0.293	0.537	0	"Ast"	"GBAS"
"PLPP1"	0	1.17245539496805	0.359	0.064	0	"Ast"	"PLPP1"
"MERTK"	0	1.38155343654125	0.324	0.018	0	"Ast"	"MERTK"
"FBXO32"	0	1.96906026279456	0.43	0.053	0	"Ast"	"FBXO32"
"SH3BGR"	0	0.68838030288305	0.29	0.059	0	"Ast"	"SH3BGR"
"RHOBTB3"	0	1.60374835004229	0.596	0.171	0	"Ast"	"RHOBTB3"
"RORB"	0	1.16491490133286	0.271	0.028	0	"Ast"	"RORB"
"AC105052.2"	0	0.655910104707129	0.207	0.016	0	"Ast"	"AC105052.2"
"NPB"	0	1.3530886525695	0.207	0.011	0	"Ast"	"NPB"
"BTG2"	0	1.59639309268856	0.483	0.147	0	"Ast"	"BTG2"
"GPX3"	0	1.7134519268181	0.319	0.023	0	"Ast"	"GPX3"
"NAV2"	0	0.79125207737553	0.295	0.053	0	"Ast"	"NAV2"
"DLG5"	0	1.72129636188635	0.424	0.088	0	"Ast"	"DLG5"
"PYGL"	0	1.15653627213096	0.339	0.066	0	"Ast"	"PYGL"
"ID2"	0	0.989169261712442	0.556	0.187	0	"Ast"	"ID2"
"TMEM229B"	0	0.553382385400295	0.196	0.008	0	"Ast"	"TMEM229B"
"SLC5A3"	0	0.864779591713004	0.276	0.028	0	"Ast"	"SLC5A3"
"CAV1"	0	1.45584890356717	0.358	0.03	0	"Ast"	"CAV1"
"HSD17B14"	0	0.96598416104611	0.314	0.036	0	"Ast"	"HSD17B14"
"PLEKHA5"	0	0.892166553180836	0.28	0.022	0	"Ast"	"PLEKHA5"
"POLE4"	0	0.69086350187091	0.305	0.056	0	"Ast"	"POLE4"
"TXNIP"	0	1.03275812662048	0.373	0.074	0	"Ast"	"TXNIP"
