"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"celltype"	"DEG"	"gender"
"P2RY14"	2.89452474110357e-26	-0.570599231335623	0.00322841000807102	0.136363636363636	9.67755401940569e-22	"Ast"	"P2RY14"	"male"
"GNLY"	5.23657333468985e-14	-0.911303291231051	0.0245717872836517	0.272727272727273	1.7507959287202e-09	"Ast"	"GNLY"	"male"
"DHRS9"	1.46140993628597e-10	-0.383921374826318	0.0225988700564972	0.227272727272727	4.88607798097851e-06	"Ast"	"DHRS9"	"male"
"CAVIN2"	3.68505263798834e-10	-0.375221129380426	0.00896780557797507	0.136363636363636	1.23206049898502e-05	"Ast"	"CAVIN2"	"male"
"AMDHD1"	6.31101988937821e-10	-0.180849145689176	0.00914716168953457	0.136363636363636	2.11002638981471e-05	"Ast"	"AMDHD1"	"male"
"LINC01943"	6.90360440897942e-10	-0.256868059665253	0.00923683974531432	0.136363636363636	2.30815109809818e-05	"Ast"	"LINC01943"	"male"
"AP002748.3"	1.1152700946201e-09	-0.304320023324096	0.0163214061519146	0.181818181818182	3.72879403435286e-05	"Ast"	"AP002748.3"	"male"
"ZFP36"	1.18766855262781e-08	-1.48807400182216	0.888261142498431	1	0.000397085103885583	"Ast"	"ZFP36"	"male"
"FCGBP"	1.31009497729947e-08	3.39741536412014	0.751233073266972	0.136363636363636	0.000438017154710306	"Ast"	"FCGBP"	"male"
"HSPA1A"	2.33938022522389e-08	1.56434115557137	0.993632858039638	0.863636363636364	0.000782148384501355	"Ast"	"HSPA1A"	"male"
"CEBPD"	2.49557076030964e-08	-1.43610077129997	0.919827818132903	1	0.000834369128001924	"Ast"	"CEBPD"	"male"
"AL627171.1"	3.76529977841861e-08	-0.761788689705762	0.0693211371177473	0.363636363636364	0.00125889032791648	"Ast"	"AL627171.1"	"male"
"TTN"	4.32369247679182e-08	-0.409299165435784	0.0196394942157654	0.181818181818182	0.00144558334269058	"Ast"	"TTN"	"male"
"PNISR"	1.05138280067605e-07	-1.16399155919304	0.612142408752578	0.954545454545455	0.0035151932557803	"Ast"	"PNISR"	"male"
"TESC"	1.33179306193073e-07	-0.21313498683254	0.0121065375302663	0.136363636363636	0.00445271692325921	"Ast"	"TESC"	"male"
"SAT1"	1.58137096584616e-07	-0.745027948766039	0.993632858039638	1	0.00528715568721005	"Ast"	"SAT1"	"male"
"HDAC9"	3.36524788259873e-07	-1.16116683855451	0.249484351179266	0.636363636363636	0.0112513697706806	"Ast"	"HDAC9"	"male"
"DNAJB1"	3.60238496397014e-07	1.21868755922985	0.949062864317102	0.5	0.0120442138885378	"Ast"	"DNAJB1"	"male"
"HSP90AA1"	5.08363031170211e-07	0.991537442188783	0.992018653035602	0.954545454545455	0.0169966095841448	"Ast"	"HSP90AA1"	"male"
"C1QB"	5.30997665364737e-07	1.0440594834827	0.991659940812483	0.954545454545455	0.0177533759438046	"Ast"	"C1QB"	"male"
"LIMS1"	5.94548804914193e-07	1.17584831810723	0.911756793112725	0.681818181818182	0.0198781447435011	"Ast"	"LIMS1"	"male"
"EPB41L2"	6.46118157016308e-07	1.31307675492597	0.886826293605955	0.636363636363636	0.0216023144616832	"Ast"	"EPB41L2"	"male"
"HSP90AB1"	6.93746527716091e-07	1.12335455921382	0.972199802708277	0.863636363636364	0.0231947214076598	"Ast"	"HSP90AB1"	"male"
"AL135791.1"	8.56836461162226e-07	-0.275704594446405	0.0233162945027352	0.181818181818182	0.0286474702424979	"Ast"	"AL135791.1"	"male"
"CCL2"	9.34382386824484e-07	2.43641283689295	0.581651869787463	0	0.0312401407210898	"Ast"	"CCL2"	"male"
"DNAJA1"	9.41876642576349e-07	1.44941227046207	0.872388126625415	0.590909090909091	0.0314907036678976	"Ast"	"DNAJA1"	"male"
"HSPA1B"	1.19784370285093e-06	1.21721571395676	0.963680387409201	0.409090909090909	0.040048706361118	"Ast"	"HSPA1B"	"male"
"ITGAX"	2.61890478006338e-06	-1.13356710558374	0.42812303829253	0.772727272727273	0.087560462416639	"Ast"	"ITGAX"	"male"
"IER3"	3.6671733240437e-06	1.21387029292728	0.963321675186082	0.909090909090909	0.122608272916077	"Ast"	"IER3"	"male"
"FCGR3A"	4.38879870582771e-06	1.15538037019028	0.938211819567752	0.681818181818182	0.146735095930644	"Ast"	"FCGR3A"	"male"
"AC004687.1"	4.67446616138461e-06	-0.770902561630292	0.197471078827011	0.545454545454545	0.156286101639733	"Ast"	"AC004687.1"	"male"
"MED9"	5.84432557737728e-06	-0.501603313164431	0.0270827728454847	0.181818181818182	0.195399181354032	"Ast"	"MED9"	"male"
"TXLNB"	8.01304389726728e-06	-0.294756805696971	0.0162317280961349	0.136363636363636	0.267908109661234	"Ast"	"TXLNB"	"male"
"C1QC"	9.06713625080306e-06	0.85930030185001	0.970226885481123	0.954545454545455	0.30315063340935	"Ast"	"C1QC"	"male"
"HTRA1"	1.30825482247855e-05	1.25067720905832	0.757062146892655	0.318181818181818	0.437401917347479	"Ast"	"HTRA1"	"male"
"PNN"	1.33791369465014e-05	-0.975959506603161	0.568917585866738	0.818181818181818	0.447318064669327	"Ast"	"PNN"	"male"
"C1QA"	1.60045400322037e-05	0.903301338235956	0.98905927719487	0.818181818181818	0.535095791436698	"Ast"	"C1QA"	"male"
"AC007336.1"	2.20080686617334e-05	-0.938576504195746	0.179176755447942	0.5	0.735817767636394	"Ast"	"AC007336.1"	"male"
"DDIT4"	2.72903498294013e-05	-1.39234584511635	0.50712940543449	0.772727272727273	0.912425556196203	"Ast"	"DDIT4"	"male"
"HSPH1"	2.93079691644151e-05	0.689145054032263	0.866290018832392	0.454545454545455	0.979882641043053	"Ast"	"HSPH1"	"male"
"SPIB"	3.06096172770896e-05	-0.270443564059401	0.0179356111559501	0.136363636363636	1	"Ast"	"SPIB"	"male"
"HSPE1"	3.47342927850777e-05	0.873771839900772	0.847367949062864	0.590909090909091	1	"Ast"	"HSPE1"	"male"
"OLFML3"	3.54718289681406e-05	1.09888051711007	0.769258362478701	0.318181818181818	1	"Ast"	"OLFML3"	"male"
