"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"celltype"	"DEG"	"gender"
"HSPA1A"	1.26200644242069e-50	-1.84818069109612	0.192	0.663	2.71104223960813e-46	"Ast"	"HSPA1A"	"male"
"MT2A"	2.24144382075002e-44	-2.1980719127218	0.571	0.829	4.81506961573518e-40	"Ast"	"MT2A"	"male"
"SLC1A3"	1.03632977716876e-39	1.25585651893782	0.879	0.696	2.22624362731394e-35	"Ast"	"SLC1A3"	"male"
"IFITM3"	5.98707826569817e-35	-1.89356204692114	0.18	0.553	1.28614415303728e-30	"Ast"	"IFITM3"	"male"
"MT.ND2"	3.16916102830731e-33	1.40925690961278	0.918	0.746	6.80799172100977e-29	"Ast"	"MT.ND2"	"male"
"HSPB1"	3.23106234909119e-32	-1.35327447220739	0.235	0.627	6.9409681383177e-28	"Ast"	"HSPB1"	"male"
"AQP1"	1.51033364471246e-30	-1.29206200570388	0.209	0.603	3.2444987355713e-26	"Ast"	"AQP1"	"male"
"HSPA1B"	1.69354887146927e-29	-1.07695378833	0.087	0.42	3.63808168569029e-25	"Ast"	"HSPA1B"	"male"
"MT.ND3"	4.07461784513003e-29	1.48619286707514	0.894	0.76	8.75309405490834e-25	"Ast"	"MT.ND3"	"male"
"S100B"	5.20937855066078e-28	-1.45585268084428	0.414	0.691	1.11907870025295e-23	"Ast"	"S100B"	"male"
"AC105402.4"	1.61758929098998e-26	2.35535495506906	0.266	0.014	3.47490531490468e-22	"Ast"	"AC105402.4"	"male"
"LRP1B"	8.1231513747925e-26	0.9719684377974	0.85	0.658	1.74501537833292e-21	"Ast"	"LRP1B"	"male"
"CABLES1"	4.66839764532315e-24	1.57010315874595	0.368	0.081	1.00286518216832e-19	"Ast"	"CABLES1"	"male"
"JUN"	4.76118440477364e-24	-1.54619176407437	0.08	0.356	1.02279763383347e-19	"Ast"	"JUN"	"male"
"S100A1"	7.57878751107871e-24	-1.52276861543962	0.23	0.53	1.62807513312993e-19	"Ast"	"S100A1"	"male"
"UBC"	1.71968143184147e-23	-1.4081040873076	0.326	0.601	3.69421965188186e-19	"Ast"	"UBC"	"male"
"MT.ND1"	7.99925133124664e-23	1.20599946259857	0.837	0.639	1.7183991709784e-18	"Ast"	"MT.ND1"	"male"
"GAPDH"	1.45078973281444e-22	-1.06605352054597	0.592	0.808	3.11658650403197e-18	"Ast"	"GAPDH"	"male"
"MT3"	4.17066223465364e-22	-1.27095646352869	0.478	0.717	8.95941661248295e-18	"Ast"	"MT3"	"male"
"PDE4D"	7.05563806728522e-22	1.47436950480168	0.478	0.2	1.51569216961421e-17	"Ast"	"PDE4D"	"male"
"MT1M"	8.23825128970239e-22	-1.66620447762109	0.118	0.387	1.76974114205387e-17	"Ast"	"MT1M"	"male"
"HSP90AA1"	4.50595292009921e-21	-0.678048274408119	0.529	0.739	9.67968806295712e-17	"Ast"	"HSP90AA1"	"male"
"GFAP"	7.53398745394358e-21	-1.50683446996819	0.072	0.318	1.61845118485616e-16	"Ast"	"GFAP"	"male"
"CTC.260F20.3"	1.12930303838772e-20	-1.30240038105045	0.068	0.309	2.4259687870645e-16	"Ast"	"CTC.260F20.3"	"male"
"MT.CO3"	5.38523292021693e-20	0.913019434740828	0.918	0.808	1.156855735921e-15	"Ast"	"MT.CO3"	"male"
"GPC6"	6.70425360375588e-20	-1.49597640250997	0.076	0.318	1.44020775915884e-15	"Ast"	"GPC6"	"male"
"KNOP1"	1.05876747391306e-19	-1.72693734279641	0.142	0.397	2.27444428746003e-15	"Ast"	"KNOP1"	"male"
"DNAH7"	1.11739504339676e-19	1.31125675086165	0.395	0.138	2.40038803222493e-15	"Ast"	"DNAH7"	"male"
"FOS"	1.55059189061956e-19	-1.2458340820756	0.108	0.371	3.33098149942894e-15	"Ast"	"FOS"	"male"
"SLC1A2"	5.12309061126038e-19	1.42249537369582	0.751	0.691	1.10054232511095e-14	"Ast"	"SLC1A2"	"male"
"ANGPTL4"	5.50030260246403e-19	-1.41268196993611	0.161	0.425	1.18157500506132e-14	"Ast"	"ANGPTL4"	"male"
"JUNB"	5.87978161743244e-19	-1.35042338368535	0.097	0.34	1.26309468705684e-14	"Ast"	"JUNB"	"male"
"CACNB2"	8.16822373037111e-19	1.31872334374135	0.51	0.247	1.75469782175832e-14	"Ast"	"CACNB2"	"male"
"MT1X"	1.58109947324726e-18	-1.56781793100679	0.108	0.342	3.39651788842977e-14	"Ast"	"MT1X"	"male"
"DPP10"	8.56443885219187e-18	-0.574149540044525	0.666	0.898	1.83981275422786e-13	"Ast"	"DPP10"	"male"
"LSAMP"	4.98290323661023e-17	0.682642335261385	0.937	0.9	1.07042727328861e-12	"Ast"	"LSAMP"	"male"
"SLC24A4"	5.01871261168505e-17	-1.33106982315859	0.044	0.235	1.07811984324218e-12	"Ast"	"SLC24A4"	"male"
"GPM6A"	7.40488380347342e-17	0.803642734194529	0.856	0.724	1.59071713866216e-12	"Ast"	"GPM6A"	"male"
"CPAMD8"	1.17413427177894e-16	-1.34081074071962	0.019	0.185	2.52227524263551e-12	"Ast"	"CPAMD8"	"male"
"MT.ND4"	4.26533470335413e-16	0.865395733752734	0.947	0.838	9.16279200974534e-12	"Ast"	"MT.ND4"	"male"
"MT1E"	6.62176368346989e-16	-1.47636992748144	0.307	0.537	1.422487274483e-11	"Ast"	"MT1E"	"male"
"KAZN"	1.21382284028102e-15	-1.23618091640244	0.192	0.428	2.60753422549168e-11	"Ast"	"KAZN"	"male"
